service_id,vehicle_id,service_date,service_type,resolution_days,service_cost
SERV-02884,VEH-0905,2025-10-08,Routine Maintenance,10,428.43
SERV-02885,VEH-0928,2023-06-09,Inspection,1,91.79
SERV-02886,VEH-0027,2025-04-21,Routine Maintenance,12,724.16
SERV-02887,VEH-0999,2024-04-08,Emergency Repair,21,603.93
SERV-02888,VEH-0089,2023-07-16,Emergency Repair,25,505.43
SERV-02889,VEH-0156,2024-04-17,Emergency Repair,9,336.78
SERV-02890,VEH-0251,2025-07-15,Emergency Repair,10,286.21
SERV-02891,VEH-0962,2023-12-15,Inspection,1,229.68
SERV-02892,VEH-0927,2024-11-12,Emergency Repair,12,255.54
SERV-02893,VEH-0837,2025-01-25,Routine Maintenance,21,679.68
SERV-02894,VEH-0771,2025-05-04,Emergency Repair,6,523.59
SERV-02895,VEH-0704,2025-08-08,Routine Maintenance,21,460.22
SERV-02896,VEH-0648,2025-10-19,Routine Maintenance,29,791.98
SERV-02897,VEH-0060,2023-02-25,Emergency Repair,3,1394.08
SERV-02898,VEH-0930,2023-09-21,Repair,4,808.03
SERV-02899,VEH-0143,2025-11-26,Repair,3,1144.26
SERV-02900,VEH-0893,2024-10-28,Inspection,3,648.33
SERV-02901,VEH-0960,2025-10-17,Routine Maintenance,16,630.81
SERV-02902,VEH-0055,2024-10-08,Emergency Repair,21,1195.11
SERV-02903,VEH-0837,2023-11-01,Routine Maintenance,27,350.52
SERV-02904,VEH-0244,2023-07-15,Routine Maintenance,25,1371.57
SERV-02905,VEH-0498,2024-12-11,Repair,8,131.95
SERV-02906,VEH-0722,2025-06-20,Routine Maintenance,2,982.21
SERV-02907,VEH-0785,2023-11-13,Emergency Repair,2,111.16
SERV-02908,VEH-0908,2024-04-19,Repair,28,249.63
SERV-02909,VEH-0003,2024-05-12,Inspection,13,1146.15
SERV-02910,VEH-0282,2024-11-09,Routine Maintenance,17,1160.03
SERV-02911,VEH-0600,2025-10-16,Routine Maintenance,22,1086.38
SERV-02912,VEH-0192,2024-12-18,Routine Maintenance,2,340.18
SERV-02913,VEH-0490,2024-05-20,Repair,8,894.97
SERV-02914,VEH-0055,2024-08-13,Inspection,23,166.91
SERV-02915,VEH-0914,2025-11-22,Inspection,17,1352.94
SERV-02916,VEH-0444,2024-07-26,Emergency Repair,7,270.77
SERV-02917,VEH-0634,2022-02-25,Inspection,9,856.58
SERV-02918,VEH-0515,2025-01-14,Emergency Repair,6,1260.49
SERV-02919,VEH-0947,2025-06-19,Inspection,11,333.87
SERV-02920,VEH-0996,2025-11-06,Inspection,13,222.79
SERV-02921,VEH-0753,2024-07-15,Emergency Repair,1,696.04
SERV-02922,VEH-0424,2025-12-21,Emergency Repair,7,318.01
SERV-02923,VEH-0409,2024-02-05,Emergency Repair,26,204.76
SERV-02924,VEH-0268,2024-11-19,Repair,25,876.8
SERV-02925,VEH-0838,2025-12-15,Inspection,27,1050.14
SERV-02926,VEH-0843,2024-06-19,Inspection,12,722.48
SERV-02927,VEH-0151,2024-04-23,Inspection,7,791.09
SERV-02928,VEH-0031,2024-11-09,Routine Maintenance,7,1252.9
SERV-02929,VEH-0413,2024-03-09,Repair,16,1422.85
SERV-02930,VEH-0491,2025-01-20,Inspection,15,1477.13
SERV-02931,VEH-0535,2025-01-18,Emergency Repair,16,863.2
SERV-02932,VEH-0533,2024-03-20,Repair,3,943.74
SERV-02933,VEH-0660,2024-06-05,Routine Maintenance,20,122.54
SERV-02934,VEH-0042,2024-06-26,Inspection,30,50.01
SERV-02935,VEH-0110,2025-01-06,Emergency Repair,24,873.76
SERV-02936,VEH-0485,2024-07-30,Routine Maintenance,2,583.67
SERV-02937,VEH-0349,2024-02-22,Emergency Repair,24,1320.84
SERV-02938,VEH-0495,2024-11-05,Inspection,14,997.76
SERV-02939,VEH-0722,2024-01-04,Routine Maintenance,29,224.11
SERV-02940,VEH-0318,2023-01-09,Inspection,15,1398.68
SERV-02941,VEH-0171,2023-04-30,Routine Maintenance,30,973.23
SERV-02942,VEH-0075,2024-08-16,Emergency Repair,6,70.8
SERV-02943,VEH-0845,2023-08-29,Repair,15,1311.2
SERV-02944,VEH-0708,2025-05-07,Inspection,9,82.71
SERV-02945,VEH-0608,2025-11-03,Emergency Repair,3,1110.58
SERV-02946,VEH-0158,2025-02-18,Repair,3,626.43
SERV-02947,VEH-0639,2025-04-19,Routine Maintenance,2,771.26
SERV-02948,VEH-0067,2025-09-23,Emergency Repair,14,303.78
SERV-02949,VEH-0881,2023-07-26,Routine Maintenance,22,141.36
SERV-02950,VEH-0584,2023-11-17,Inspection,24,744.8
SERV-02951,VEH-0886,2024-03-04,Routine Maintenance,22,444.35
SERV-02952,VEH-0892,2023-04-02,Repair,23,699.58
SERV-02953,VEH-0378,2023-02-08,Routine Maintenance,28,866.66
SERV-02954,VEH-0570,2025-04-22,Emergency Repair,26,385.71
SERV-02955,VEH-0535,2024-09-19,Inspection,12,178.2
SERV-02956,VEH-0432,2025-08-08,Emergency Repair,27,735.09
SERV-02957,VEH-0205,2023-10-28,Inspection,22,1357.64
SERV-02958,VEH-0156,2025-11-06,Repair,11,1116.03
SERV-02959,VEH-0052,2025-01-15,Emergency Repair,6,891.31
SERV-02960,VEH-0163,2024-08-18,Emergency Repair,12,1162.6
SERV-02961,VEH-0635,2023-06-26,Emergency Repair,22,836.29
SERV-02962,VEH-0004,2024-08-16,Emergency Repair,3,923.12
SERV-02963,VEH-0325,2023-04-30,Inspection,30,570.07
SERV-02964,VEH-0664,2025-04-16,Emergency Repair,25,831.86
SERV-02965,VEH-0520,2025-09-14,Repair,29,112.0
SERV-02966,VEH-0355,2025-03-29,Repair,20,545.39
SERV-02967,VEH-0755,2025-09-08,Repair,28,1208.17
SERV-02968,VEH-0595,2024-10-24,Repair,27,1055.16
SERV-02969,VEH-0445,2023-04-08,Emergency Repair,29,212.23
SERV-02970,VEH-0918,2025-04-01,Routine Maintenance,17,200.53
SERV-02971,VEH-0950,2023-09-22,Inspection,30,848.15
SERV-02972,VEH-0970,2025-01-30,Repair,22,1079.14
SERV-02973,VEH-0643,2024-10-10,Emergency Repair,4,521.96
SERV-02974,VEH-0860,2024-09-17,Emergency Repair,17,1002.49
SERV-02975,VEH-0360,2024-11-11,Repair,19,559.14
SERV-02976,VEH-0089,2024-12-11,Routine Maintenance,8,978.68
SERV-02977,VEH-0254,2025-04-12,Repair,27,1056.22
SERV-02978,VEH-0520,2025-10-21,Repair,23,50.86
SERV-02979,VEH-0287,2025-06-20,Routine Maintenance,16,259.32
SERV-02980,VEH-0250,2024-10-07,Inspection,8,1145.91
SERV-02981,VEH-0470,2024-06-06,Repair,18,975.46
SERV-02982,VEH-0752,2024-12-11,Routine Maintenance,1,95.09
SERV-02983,VEH-0086,2023-08-06,Repair,6,1250.1
SERV-02984,VEH-0450,2023-03-15,Routine Maintenance,9,706.27
SERV-02985,VEH-0341,2023-03-30,Emergency Repair,12,1009.3
SERV-02986,VEH-0048,2022-07-16,Inspection,11,612.23
SERV-02987,VEH-0720,2024-07-23,Inspection,14,947.92
SERV-02988,VEH-0286,2025-06-20,Routine Maintenance,22,762.43
SERV-02989,VEH-0428,2023-01-22,Emergency Repair,11,559.67
SERV-02990,VEH-0076,2025-05-28,Emergency Repair,28,1206.86
SERV-02991,VEH-0766,2025-05-31,Routine Maintenance,14,1048.46
SERV-02992,VEH-0665,2025-10-24,Inspection,22,760.95
SERV-02993,VEH-0906,2024-02-13,Emergency Repair,2,1446.01
SERV-02994,VEH-0396,2023-05-29,Emergency Repair,9,838.42
SERV-02995,VEH-1000,2023-02-14,Repair,24,1254.41
SERV-02996,VEH-0216,2024-08-30,Emergency Repair,13,1136.13
SERV-02997,VEH-0394,2024-03-19,Emergency Repair,2,518.17
SERV-02998,VEH-0251,2025-03-26,Emergency Repair,7,939.89
SERV-02999,VEH-0200,2022-12-13,Routine Maintenance,22,236.16
SERV-03000,VEH-0412,2025-08-14,Routine Maintenance,30,784.13
